chan,utime,isotime,source,heard,level,error,dti,name,symbol,latitude,longitude,speed,course,altitude,frequency,offset,tone,system,status,telemetry,comment
0,1653767641,2022-05-28T19:54:01Z,KG7QEC-11,KG7QEC-11,28(7/13),0,/,KG7QEC-11,/O,46.954667,-119.988667,0,0,220.1,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,/TA=18.56/TB=20.06/V=7556 BISEA
0,1653767656,2022-05-28T19:54:16Z,KG7QEC-11,KG7QEC-11,31(8/14),0,/,KG7QEC-11,/O,46.954667,-119.988667,0,0,220.1,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,/TA=18.44/TB=20.13/V=7556 BISEA
0,1653767671,2022-05-28T19:54:31Z,KG7QEC-11,KG7QEC-11,29(7/13),0,/,KG7QEC-11,/O,46.954667,-119.988833,0,0,219.8,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,/TA=18.50/TB=20.19/V=7572 BISEA
0,1653767686,2022-05-28T19:54:46Z,KG7QEC-11,KG7QEC-11,29(7/14),0,/,KG7QEC-11,/O,46.954667,-119.988667,0,0,220.4,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,/TA=18.63/TB=20.19/V=7556 BISEA
0,1653767701,2022-05-28T19:55:01Z,KG7QEC-11,KG7QEC-11,28(8/14),0,/,KG7QEC-11,/O,46.954667,-119.988833,0,0,223.1,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,/TA=18.75/TB=20.19/V=7556 BISEA
0,1653767716,2022-05-28T19:55:16Z,KG7QEC-11,KG7QEC-11,29(8/14),0,/,KG7QEC-11,/O,46.954667,-119.988833,0,0,223.4,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,/TA=18.88/TB=20.25/V=7556 BISEA
0,1653767731,2022-05-28T19:55:31Z,KG7QEC-11,KG7QEC-11,29(7/13),0,/,KG7QEC-11,/O,46.954667,-119.988833,0,0,221.6,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,/TA=18.81/TB=20.25/V=7556 BISEA
0,1653767746,2022-05-28T19:55:46Z,KG7QEC-11,KG7QEC-11,30(7/15),0,/,KG7QEC-11,/O,46.954667,-119.988833,0,0,219.2,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,/TA=18.75/TB=20.25/V=7633 BISEA
0,1653767761,2022-05-28T19:56:01Z,KG7QEC-11,KG7QEC-11,29(8/14),0,/,KG7QEC-11,/O,46.954667,-119.988667,0,0,221,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,/TA=20.06/TB=20.31/V=7613 BISEA
0,1653767776,2022-05-28T19:56:16Z,KG7QEC-11,KG7QEC-11,30(8/14),0,/,KG7QEC-11,/O,46.954667,-119.988833,0,0,220.4,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,/TA=20.13/TB=20.31/V=7572 BISEA
