chan,utime,isotime,source,heard,level,error,dti,name,symbol,latitude,longitude,speed,course,altitude,frequency,offset,tone,system,status,telemetry,comment
0,1651076925,2022-04-27T16:28:45Z,KG7QEC-11,KG7QEC-11,78(26/33),0,/,KG7QEC-11,/O,47.607667,-122.540500,0.0,0.0,50.6,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,/TA=-5.81/TB=11.44/V=7556 BISEA
0,1651076940,2022-04-27T16:29:00Z,KG7QEC-11,KG7QEC-11,77(26/33),0,/,KG7QEC-11,/O,47.607667,-122.540500,0.0,0.0,60.0,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,/TA=-6.44/TB=11.38/V=7556 BISEA
0,1651076955,2022-04-27T16:29:15Z,KG7QEC-11,KG7QEC-11,166(56/68),0,/,KG7QEC-11,/O,47.607667,-122.540500,0.0,0.0,86.0,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,/TA=-7.06/TB=11.31/V=7556 BISEA
0,1651076970,2022-04-27T16:29:30Z,KG7QEC-11,KG7QEC-11,94(31/41),0,/,KG7QEC-11,/O,47.607667,-122.540500,0.0,0.0,60.4,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,/TA=-7.56/TB=11.19/V=7556 BISEA
0,1651076985,2022-04-27T16:29:45Z,KG7QEC-11,KG7QEC-11,94(32/38),0,/,KG7QEC-11,/O,47.607667,-122.540333,0.0,0.0,79.6,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,/TA=-8.06/TB=11.19/V=7536 BISEA
0,1651077000,2022-04-27T16:30:00Z,KG7QEC-11,KG7QEC-11,97(31/41),0,/,KG7QEC-11,/O,47.607667,-122.540333,0.0,0.0,88.7,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,/TA=-8.63/TB=11.19/V=7556 BISEA
0,1651077045,2022-04-27T16:30:45Z,KG7QEC-11,KG7QEC-11,92(33/38),0,/,KG7QEC-11,/O,47.607667,-122.540500,0.0,0.0,70.7,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,/TA=-10.19/TB=11.19/V=7536 BISEA
0,1651077075,2022-04-27T16:31:15Z,KG7QEC-11,KG7QEC-11,97(32/39),0,/,KG7QEC-11,/O,47.607667,-122.540500,0.0,0.0,79.2,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,/TA=-10.88/TB=11.19/V=7536 BISEA
0,1651077090,2022-04-27T16:31:30Z,KG7QEC-11,KG7QEC-11,95(32/40),0,/,KG7QEC-11,/O,47.607667,-122.540333,0.0,0.0,86.3,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,/TA=-11.19/TB=11.19/V=7516 BISEA
0,1651077105,2022-04-27T16:31:45Z,KG7QEC-11,KG7QEC-11,92(32/40),0,/,KG7QEC-11,/O,47.607667,-122.540333,0.0,0.0,88.7,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,/TA=-11.44/TB=11.31/V=7536 BISEA
